github.com/mostafacs/ecommerce-microservices-spring-reactive-webflux;git://github.com/mostafacs/ecommerce-microservices-spring-reactive-webflux.git;D;;;;;;;;;;;
github.com/openschemas/dockerfiles;git://github.com/openschemas/dockerfiles.git;O;;;;;;;;;;;
github.com/stacksimplify/aws-eks-kubernetes-masterclass;git://github.com/stacksimplify/aws-eks-kubernetes-masterclass.git;B;;;;;;;;;;;
github.com/DURAARK/duraark-pointcloud-viewer;git://github.com/DURAARK/duraark-pointcloud-viewer.git;S;;;;;;;;;;;
github.com/datawire/ambassador;git://github.com/datawire/ambassador.git;S;APi gateway;;;;;;;;;;
github.com/saeed349/Microservices-Based-Algorithmic-Trading-System;git://github.com/saeed349/Microservices-Based-Algorithmic-Trading-System.git;M;;;;;;;;;;;
github.com/kubeflow/code-intelligence;git://github.com/kubeflow/code-intelligence.git;O;;;;;;;;;;;
github.com/CoderDojo/cp-local-development;git://github.com/CoderDojo/cp-local-development.git;T;;;;;;;;;;;
github.com/itmuch/spring-cloud-docker-microservice-book-code;git://github.com/itmuch/spring-cloud-docker-microservice-book-code.git;D;;;;;;;;;;;
github.com/enr1c091/microservices-oauth;git://github.com/enr1c091/microservices-oauth.git;D;;;;;;;;;;;
github.com/simple-gr/ketchup;git://github.com/simple-gr/ketchup.git;M;chinese;;;;;;;;;;
github.com/lineageos4microg/docker-lineage-cicd;git://github.com/lineageos4microg/docker-lineage-cicd.git;T;;;;;;;;;;;
github.com/derekbar90/catalyst;git://github.com/derekbar90/catalyst.git;M;;;;;;;;;;;
github.com/vsoch/dockerfiles;git://github.com/vsoch/dockerfiles.git;O;;;;;;;;;;;
github.com/reportportal/reportportal;git://github.com/reportportal/reportportal.git;M;;;;;;;;;;;
github.com/qlik-oss/mira;git://github.com/qlik-oss/mira.git;S;discovery;;;;;;;;;;
github.com/piomin/course-kubernetes-microservices;git://github.com/piomin/course-kubernetes-microservices.git;B;;;;;;;;;;;
github.com/andrew0928/Meetup;git://github.com/andrew0928/Meetup.git;B;;;;;;;;;;;
github.com/abdullahselek/ReducePy;git://github.com/abdullahselek/ReducePy.git;S;;;;;;;;;;;
github.com/ewolff/microservice;git://github.com/ewolff/microservice.git;B;;;;;;;;;;;
github.com/SeldonIO/seldon-core;git://github.com/SeldonIO/seldon-core.git;T;;;;;;;;;;;
github.com/devspace-cloud/devspace;git://github.com/devspace-cloud/devspace.git;T;;;;;;;;;;;
github.com/pace/bricks;git://github.com/pace/bricks.git;T;;;;;;;;;;;
github.com/buptmiao/microservice-app;git://github.com/buptmiao/microservice-app.git;D;;;;;;;;;;;
github.com/sergeikh/cloud-enabled-microservice;git://github.com/sergeikh/cloud-enabled-microservice.git;M;;;;;;;;;;;
github.com/chrisns/docker-node-sonos-http-api;git://github.com/chrisns/docker-node-sonos-http-api.git;O;;;;;;;;;;;
github.com/awslabs/aws-devops-essential;git://github.com/awslabs/aws-devops-essential.git;O;;;;;;;;;;;
github.com/pvarentsov/virus-scanner;git://github.com/pvarentsov/virus-scanner.git;S;;;;;;;;;;;
github.com/BarathArivazhagan/spring-cloud-sidecar-polygot;git://github.com/BarathArivazhagan/spring-cloud-sidecar-polygot.git;D;;;;;;;;;;;
github.com/Kong/kong;git://github.com/Kong/kong.git;S;api gateway;;;;;;;;;;
github.com/kubeflow/example-seldon;git://github.com/kubeflow/example-seldon.git;O;;;;;;;;;;;
github.com/ethereum-oasis/baseline;git://github.com/ethereum-oasis/baseline.git;M;;;;;;;;;;;
github.com/chayxana/Restaurant-App;git://github.com/chayxana/Restaurant-App.git;D;;;;;;;;;;;
github.com/iron-io/functions;git://github.com/iron-io/functions.git;T;;;;;;;;;;;
github.com/andreschaffer/one-click-microservice;git://github.com/andreschaffer/one-click-microservice.git;B;;;;;;;;;;;
github.com/kriswep/graphql-microservices;git://github.com/kriswep/graphql-microservices.git;D;;;;;;;;;;;
github.com/khandelwal-arpit/kubernetes-starterkit;git://github.com/khandelwal-arpit/kubernetes-starterkit.git;O;;;;;;;;;;;
github.com/mycodebad/microservices-example;git://github.com/mycodebad/microservices-example.git;D;;;;;;;;;;;
github.com/ivanpaulovich/hexagonal-architecture-acerola;git://github.com/ivanpaulovich/hexagonal-architecture-acerola.git;O;;;;;;;;;;;
github.com/farrukhmpk/html-pdf-service;git://github.com/farrukhmpk/html-pdf-service.git;S;;;;;;;;;;;
github.com/gramidt/rabbitmq-nodejs-microservice-boilerplate;git://github.com/gramidt/rabbitmq-nodejs-microservice-boilerplate.git;T;;;;;;;;;;;
github.com/dotnet-architecture/eShopOnContainersAI;git://github.com/dotnet-architecture/eShopOnContainersAI.git;D;;;;;;;;;;;
github.com/kanisterio/kanister;git://github.com/kanisterio/kanister.git;T;;;;;;;;;;;
github.com/DigitalState/Services;git://github.com/DigitalState/Services.git;S;;;;;;;;;;;
github.com/flemay/3musketeers;git://github.com/flemay/3musketeers.git;T;;;;;;;;;;;
github.com/Crizstian/cinema-microservice;git://github.com/Crizstian/cinema-microservice.git;D;;;;;;;;;;;
github.com/WilliamXu96/ABP-MicroService;git://github.com/WilliamXu96/ABP-MicroService.git;D;chinese;;;;;;;;;;
github.com/mlabouardy/aws-pipeline;git://github.com/mlabouardy/aws-pipeline.git;T;;;;;;;;;;;
github.com/in28minutes/docker-crash-course;git://github.com/in28minutes/docker-crash-course.git;B;;;;;;;;;;;
github.com/diwuqingrou404/filestore-server;git://github.com/diwuqingrou404/filestore-server.git;D;chinese;;;;;;;;;;
github.com/devdcores/BookStoreApp-Distributed-Application;git://github.com/devdcores/BookStoreApp-Distributed-Application.git;D;;;;;;;;;;;
github.com/luizkowalski/microservices-netflix-sample;git://github.com/luizkowalski/microservices-netflix-sample.git;B;;;;;;;;;;;
github.com/ThreeDotsLabs/monolith-microservice-shop;git://github.com/ThreeDotsLabs/monolith-microservice-shop.git;D;;;;;;;;;;;
github.com/EYBlockchain/timber;git://github.com/EYBlockchain/timber.git;M;;;;;;;;;;;
github.com/cassiomolin/log-aggregation-spring-boot-elastic-stack;git://github.com/cassiomolin/log-aggregation-spring-boot-elastic-stack.git;D;;;;;;;;;;;
github.com/YashchenkoN/social-network;git://github.com/YashchenkoN/social-network.git;D;;;;;;;;;;;
github.com/yidongnan/spring-cloud-consul-example;git://github.com/yidongnan/spring-cloud-consul-example.git;D;;;;;;;;;;;
github.com/networknt/light-4j;git://github.com/networknt/light-4j.git;T;;;;;;;;;;;
github.com/ImranMA/MicroCouriers;git://github.com/ImranMA/MicroCouriers.git;D;;;;;;;;;;;
github.com/saumitras/kafka-twitter-docker;git://github.com/saumitras/kafka-twitter-docker.git;D;;;;;;;;;;;
github.com/brentley/container-demo;git://github.com/brentley/container-demo.git;T;;;;;;;;;;;
github.com/hiper2d/awesome-blog;git://github.com/hiper2d/awesome-blog.git;M;;;;;;;;;;;
github.com/bipingupta/Microservices-Demo;git://github.com/bipingupta/Microservices-Demo.git;D;;;;;;;;;;;
github.com/chaosiq/demos;git://github.com/chaosiq/demos.git;O;;;;;;;;;;;
github.com/goldsborough/microservice-rs;git://github.com/goldsborough/microservice-rs.git;B;;;;;;;;;;;
github.com/Microkubes/microkubes;git://github.com/Microkubes/microkubes.git;T;;;;;;;;;;;
